4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,1/5/2026,2/5/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas administrativas,Energia,"Conta de Energia - Referente ao Ms 2/2026 (Despesa recorrente)""",R$  314.32 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,1/10/2026,2/10/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas administrativas,Água,"Conta de água - Referente ao Ms 2/2026 (Despesa recorrente)""",R$  86.23 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,2/5/2026,2/5/2026,Setor Administrativo,,DINHEIRO - Principal,,Despesas com pessoal,Salários,"Salário José Luiz  - Referente ao Ms 2/2026 (Despesa recorrente)""","R$  1,300.00 ",2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,2/9/2026,2/5/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas com pessoal,Salários,"Salário José Luiz  - Referente ao Ms 2/2026 (Despesa recorrente)""","R$  1,171.00 ",2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,12/4/2025,2/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 2/7; Compra da coladeira de borda ,R$  522.00 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,12/4/2025,2/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 2/7; Compra de tupia da bosh,R$  70.13 ,2/9/2026, Concluído,,,, ,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,12/4/2025,2/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 2/8; Compra de parafusadeira de walt,R$  211.58 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,12/4/2025,2/10/2026,BJL,Shopee,ITAU - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 2/2; Compra do Coletor de pó,R$  113.26 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,12/4/2025,2/10/2026,BJL,Mercado Livre,ITAU - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 2/6; Compra tico tico,R$  51.73 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,12/4/2025,2/10/2026,BJL,Shopee,ITAU - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 2/10; Compra do martelete,R$  64.53 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,1/12/2026,2/10/2026,Setor Administrativo,,ITAU - Principal,PIX,Despesas administrativas,Internet,"Internet do galpão - Referente ao Ms 2/2026 (Despesa recorrente)""",R$  80.00 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,1/5/2026,2/5/2026,Setor Administrativo,,,,Despesas com pessoal,Salários,"Salário Felipe - Referente ao Ms 2/2026 (Despesa recorrente)""","R$  2,500.00 ",2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,10/10/2025,2/10/2026,,,ITAU - Principal,Cartão Inter,Despesas administrativas,Telefone,Parcela 2/10; Compra de tablet Mara,R$  145.77 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,fev,2/1/2026,2/9/2026,10/10/2025,2/10/2026,,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Inter,Custo dos serviços,Compra de material,Parcela 2/4; Compra de Material na Bruta,R$  142.85 ,2/9/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,fev,2/1/2026,2/10/2026,2/10/2026,2/10/2026,,,DINHEIRO - Principal,,Receita com prestação de serviços,Valor Total,Prateleira da loja de maquiagem,R$  220.00 ,2/10/2026, Concluído,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 3/7; Compra da coladeira de borda ,R$  522.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 4/7; Compra da coladeira de borda ,R$  522.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/10/2026,12/4/2025,5/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 5/7; Compra da coladeira de borda ,R$  522.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/10/2026,12/4/2025,6/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 6/7; Compra da coladeira de borda ,R$  522.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jul,7/1/2026,7/10/2026,12/4/2025,7/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 7/7; Compra da coladeira de borda ,R$  522.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 3/7; Compra de tupia da bosh,R$  70.13 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 4/7; Compra de tupia da bosh,R$  70.13 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/10/2026,12/4/2025,5/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 5/7; Compra de tupia da bosh,R$  70.13 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/10/2026,12/4/2025,6/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 6/7; Compra de tupia da bosh,R$  70.13 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jul,7/1/2026,7/10/2026,12/4/2025,7/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 7/7; Compra de tupia da bosh,R$  70.13 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 3/8; Compra de parafusadeira de walt,R$  51.58 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 4/8; Compra de parafusadeira de walt,R$  51.58 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/10/2026,12/4/2025,5/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 5/8; Compra de parafusadeira de walt,R$  51.58 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/10/2026,12/4/2025,6/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 6/8; Compra de parafusadeira de walt,R$  51.58 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jul,7/1/2026,7/10/2026,12/4/2025,7/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 7/8; Compra de parafusadeira de walt,R$  51.58 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,ago,8/1/2026,8/10/2026,12/4/2025,8/10/2026,BJL,Mercado Livre,BANCO INTER - Principal,Cartão Inter,Maquinario,Maquinario - Editar esta Sub,Parcela 8/8; Compra de parafusadeira de walt,R$  51.58 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,BJL,Mercado Livre,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 3/6; Compra tico tico,R$  51.73 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,BJL,Mercado Livre,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 4/6; Compra tico tico,R$  51.73 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/10/2026,12/4/2025,5/10/2026,BJL,Mercado Livre,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 5/6; Compra tico tico,R$  51.73 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/10/2026,12/4/2025,6/10/2026,BJL,Mercado Livre,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 6/6; Compra tico tico,R$  51.73 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 3/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 4/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/10/2026,12/4/2025,5/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 5/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/10/2026,12/4/2025,6/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 6/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jul,7/1/2026,7/10/2026,12/4/2025,7/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 7/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,ago,8/1/2026,8/10/2026,12/4/2025,8/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 8/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,set,9/1/2026,9/10/2026,12/4/2025,9/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 9/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,out,10/1/2026,10/10/2026,12/4/2025,10/10/2026,BJL,Shopee,C6 BANK - Principal,Cartão C6,Maquinario,Maquinario - Editar esta Sub,Parcela 10/10; Compra do martelete,R$  64.53 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,Serviço,,C6 BANK - Principal,,Receita com prestação de serviços,Parcela - Plan.,Parcela 3/4; Serviço de Juliana,R$  240.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,Serviço,,C6 BANK - Principal,,Receita com prestação de serviços,Parcela - Plan.,Parcela 4/4; Serviço de Juliana,R$  240.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/2/2026,12/4/2025,3/2/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 3/3; Compra de material na C&D,R$  579.75 ,, Pendente,36659,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/8/2026,12/4/2025,3/8/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 3/3; Compra de Material C&D,R$  936.66 ,, Pendente,36694,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/16/2026,12/4/2025,3/16/2026,Serviço,C H M MORAIS E CIA LTDA,ITAU - Principal,Boleto,Custo dos serviços,Compra de material,Parcela 3/3; Compra de Material C&D,"R$  1,168.33 ",, Pendente,36821,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,mar,3/1/2026,3/1/2026,1/1/2026,3/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 3/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,abr,4/1/2026,4/1/2026,1/1/2026,4/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 4/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,mai,5/1/2026,5/1/2026,1/1/2026,5/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 5/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jun,6/1/2026,6/1/2026,1/1/2026,6/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 6/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jul,7/1/2026,7/1/2026,1/1/2026,7/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 7/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,ago,8/1/2026,8/1/2026,1/1/2026,8/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 8/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,set,9/1/2026,9/1/2026,1/1/2026,9/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 9/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,out,10/1/2026,10/1/2026,1/1/2026,10/1/2026,Serviço,Janaina (Mãe de Jhenniffer),ITAU - Principal,PIX,Receita com prestação de serviços,Parcela - Plan.,Parcela 10/10; Produção de uma cabeceira ,R$  280.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jan,1/1/2026,1/15/2026,12/1/2025,1/15/2026,Serviço,,ITAU - Principal,PIX,Receita com prestação de serviços,Valor Total,Restante do serviço do Closet Thammy,"R$  1,800.00 ",, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,jan,1/1/2026,1/15/2026,12/1/2025,1/15/2026,Serviço,,ITAU - Principal,PIX,Receita com prestação de serviços,Valor Total,Serviço da Pra Ludimila,"R$  1,040.00 ",, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/10/2025,3/10/2026,,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Parcela 3/4; Compra de material na Bruta,R$  405.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/10/2025,4/10/2026,,BRUTA MADEIRAS LTDA,ITAU - Principal,Cartão Nubank,Custo dos serviços,Compra de material,Parcela 4/4; Compra de material na Bruta,R$  405.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,Setor Administrativo,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 3/9; Compra do Iphone,R$  131.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,Setor Administrativo,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 4/9; Compra do Iphone,R$  131.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/10/2026,12/4/2025,5/10/2026,Setor Administrativo,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 5/9; Compra do Iphone,R$  131.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/10/2026,12/4/2025,6/10/2026,Setor Administrativo,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 6/9; Compra do Iphone,R$  131.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jul,7/1/2026,7/10/2026,12/4/2025,7/10/2026,Setor Administrativo,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 7/9; Compra do Iphone,R$  131.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,ago,8/1/2026,8/10/2026,12/4/2025,8/10/2026,Setor Administrativo,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 8/9; Compra do Iphone,R$  131.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,set,9/1/2026,9/10/2026,12/4/2025,9/10/2026,Setor Administrativo,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 9/9; Compra do Iphone,R$  131.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a receber,1,1,,2026,fev,2/1/2026,2/10/2026,12/4/2025,2/10/2026,Serviço,,C6 BANK - Principal,,Receita com prestação de serviços,Parcela - Plan.,Parcela 2/4; Serviço de Juliana,R$  240.00 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 3/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 4/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/10/2026,12/4/2025,5/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 5/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/10/2026,12/4/2025,6/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 6/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jul,7/1/2026,7/10/2026,12/4/2025,7/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 7/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,ago,8/1/2026,8/10/2026,12/4/2025,8/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 8/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,set,9/1/2026,9/10/2026,12/4/2025,9/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 9/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,out,10/1/2026,10/10/2026,12/4/2025,10/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 10/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,nov,11/1/2026,11/10/2026,12/4/2025,11/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Despesas administrativas,Telefone,Parcela 11/11; Compra do Iphone,R$  118.50 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/4/2026,12/4/2025,3/4/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 3/8; Compra de parafusadeira de walt,R$  71.63 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/4/2026,12/4/2025,4/4/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 4/8; Compra de parafusadeira de walt,R$  71.63 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mai,5/1/2026,5/4/2026,12/4/2025,5/4/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 5/8; Compra de parafusadeira de walt,R$  71.63 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jun,6/1/2026,6/4/2026,12/4/2025,6/4/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 6/8; Compra de parafusadeira de walt,R$  71.63 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,jul,7/1/2026,7/4/2026,12/4/2025,7/4/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 7/8; Compra de parafusadeira de walt,R$  71.63 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,ago,8/1/2026,8/4/2026,12/4/2025,8/4/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 8/8; Compra de parafusadeira de walt,R$  71.63 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,mar,3/1/2026,3/10/2026,12/4/2025,3/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 3/11; Compra de parafusadeira de walt,R$  79.73 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Contas a pagar,1,1,,2026,abr,4/1/2026,4/10/2026,12/4/2025,4/10/2026,BJL,Mercado Livre,MERCADO PAGO - Principal,Cartão Mercado Pago,Maquinario,Maquinario - Editar esta Sub,Parcela 4/11; Compra de parafusadeira de walt,R$  79.73 ,, Pendente,,,,,,,,,,,,,,,,,,,,,,,,,,
